DecayParticle1_Name DecayParticle1_Boson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_Boson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 203.564 61 -184 62 b_quark 0 4.18 181.275 -67 123 -115
b_quark 0 4.18 217.932 -79 -194 60 b_quark 0 4.18 166.347 74 97 -113
b_quark 0 4.18 159.033 11 -148 57 b_quark 0 4.18 177.078 73 117 -111
b_quark 0 4.18 238.287 123 153 135 b_quark 0 4.18 219.942 -142 -143 -88
b_quark 0 4.18 263.474 -71 -234 -98 b_quark 0 4.18 165.425 44 146 64
b_quark 0 4.18 140.991 -6 -49 -132 b_quark 0 4.18 138.244 97 42 89
b_quark 0 4.18 192.449 63 155 95 b_quark 0 4.18 83.1293 26 -76 -21
b_quark 0 4.18 138.353 48 124 -38 b_quark 0 4.18 107.506 -62 -80 36
W+ 1 80.4 227.515 33 23 209 W- 1 80.4 166.881 -19 -60 -132
b_quark 0 4.18 176.837 97 -146 23 b_quark 0 4.18 196.353 -139 100 -96
b_quark 0 4.18 59.1056 46 8 -36 b_quark 0 4.18 111.886 28 -74 79
b_quark 0 4.18 115.976 -12 83 -80 b_quark 0 4.18 110.125 47 -99 -10
W+ 1 80.4 150.084 66 107 -16 W- 1 80.4 153.864 1 -120 -53
b_quark 0 4.18 83.9909 -70 -36 -29 b_quark 0 4.18 136.321 125 54 5
b_quark 0 4.18 244.578 -192 -131 -76 b_quark 0 4.18 131.934 117 42 44
b_quark 0 4.18 84.4895 -36 65 40 b_quark 0 4.18 143.605 0 -54 -133
b_quark 0 4.18 61.1512 -24 -11 55 b_quark 0 4.18 97.5473 53 80 17
b_quark 0 4.18 167.471 -14 -107 128 b_quark 0 4.18 165.631 74 84 -122
W+ 1 80.4 116.22 -67 45 -23 W- 1 80.4 178.911 139 -68 40
W+ 1 80.4 143.712 44 -102 43 W- 1 80.4 179.912 -20 148 -60
b_quark 0 4.18 64.4707 -7 63 11 b_quark 0 4.18 47.5129 -8 24 40
W+ 1 80.4 234.753 90 12 201 W- 1 80.4 190.838 -5 -103 -139
b_quark 0 4.18 247.369 123 -107 -186 b_quark 0 4.18 183.116 -140 15 117
b_quark 0 4.18 95.0446 -60 50 54 b_quark 0 4.18 90.0193 39 2 -81
b_quark 0 4.18 265.32 -221 44 -140 b_quark 0 4.18 155.886 125 -3 93
b_quark 0 4.18 192.324 -153 -109 -41 b_quark 0 4.18 106.881 103 11 -26
b_quark 0 4.18 161.81 -135 64 62 b_quark 0 4.18 127.528 45 -35 -114
W+ 1 80.4 156.803 -83 95 47 W- 1 80.4 94.6264 43 4 -25
tau+ 0 1.78 238.556 -69 -209 92 tau- 0 1.78 150.842 15 150 5
b_quark 0 4.18 166.299 118 -117 -5 b_quark 0 4.18 118.319 -39 106 -35
b_quark 0 4.18 240.839 204 -47 -119 b_quark 0 4.18 114.571 -105 -40 22
W+ 1 80.4 166.028 -56 109 78 W- 1 80.4 109.627 15 -55 -48
b_quark 0 4.18 174.237 76 119 -102 b_quark 0 4.18 176.622 -129 -61 104
b_quark 0 4.18 158.655 73 -132 49 b_quark 0 4.18 128.259 -22 125 -18
b_quark 0 4.18 220.951 165 -144 29 b_quark 0 4.18 145.58 -94 102 44
W+ 1 80.4 223.045 129 -162 -20 W- 1 80.4 204.113 -119 141 34
W+ 1 80.4 145.641 61 35 -99 W- 1 80.4 167.291 32 53 133
b_quark 0 4.18 194.624 -63 -6 -184 b_quark 0 4.18 203.866 146 -62 128
b_quark 0 4.18 219.812 10 202 -86 b_quark 0 4.18 157.555 -61 -139 42
b_quark 0 4.18 285.544 213 -55 -182 b_quark 0 4.18 183.182 -128 45 123
b_quark 0 4.18 90.0915 -57 67 -19 b_quark 0 4.18 124.641 103 -3 70
tau+ 0 1.78 247.95 -226 92 -44 tau- 0 1.78 223.115 130 -114 141
b_quark 0 4.18 308.717 -151 -178 202 b_quark 0 4.18 228.568 131 147 -116
b_quark 0 4.18 124.123 16 38 -117 b_quark 0 4.18 99.4257 -90 -38 18
W+ 1 80.4 163.698 -35 72 118 W- 1 80.4 224.074 134 -117 -110
b_quark 0 4.18 199.528 -35 -187 -60 b_quark 0 4.18 132.633 -53 118 29
b_quark 0 4.18 186.664 109 -47 144 b_quark 0 4.18 211.458 -139 100 -124
b_quark 0 4.18 210.652 -129 -130 104 b_quark 0 4.18 90.0804 46 59 -50
b_quark 0 4.18 212.187 -1 -182 -109 b_quark 0 4.18 125.473 49 86 77
b_quark 0 4.18 196.345 -9 73 182 b_quark 0 4.18 190.225 86 -134 -104
b_quark 0 4.18 262.7 188 149 -107 b_quark 0 4.18 206.583 -121 -143 87
W+ 1 80.4 198.301 -7 7 181 W- 1 80.4 131.959 7 30 -100
W+ 1 80.4 252.812 116 -95 187 W- 1 80.4 136.225 -26 56 -91
b_quark 0 4.18 219.76 98 -72 -183 b_quark 0 4.18 130.796 -75 4 107
b_quark 0 4.18 80.7309 -10 48 -64 b_quark 0 4.18 51.8119 -31 41 5
W+ 1 80.4 199.226 -151 -25 99 W- 1 80.4 159.584 75 -63 -97
b_quark 0 4.18 165.552 37 161 10 b_quark 0 4.18 199.611 -129 -119 -95
b_quark 0 4.18 163.1 -36 18 -158 b_quark 0 4.18 149.998 99 -84 75
W+ 1 80.4 168.526 132 -47 48 W- 1 80.4 199.224 -141 32 -111
b_quark 0 4.18 158.479 -67 -100 -103 b_quark 0 4.18 109.829 37 76 70
b_quark 0 4.18 160.812 -159 -21 11 b_quark 0 4.18 84.0742 79 -9 27
b_quark 0 4.18 316.972 -207 -118 209 b_quark 0 4.18 249.45 144 144 -144
b_quark 0 4.18 200.989 -177 -79 -53 b_quark 0 4.18 122.896 93 14 79
b_quark 0 4.18 218.661 -205 -71 27 b_quark 0 4.18 211.122 145 129 -83
b_quark 0 4.18 141.444 0 -135 -42 b_quark 0 4.18 129.037 84 91 -36
b_quark 0 4.18 187.306 -40 171 -65 b_quark 0 4.18 152.09 -33 -139 52
W+ 1 80.4 112.468 10 63 -46 W- 1 80.4 209.85 48 -150 113
b_quark 0 4.18 147.443 129 -59 -40 b_quark 0 4.18 145.446 -34 141 10
b_quark 0 4.18 99.4609 35 -93 1 b_quark 0 4.18 92.8465 -79 39 -29
W+ 1 80.4 243.405 173 127 -82 W- 1 80.4 136.078 -104 -34 9
tau+ 0 1.78 228.434 -53 -163 151 tau- 0 1.78 173.77 103 72 -120
tau+ 0 1.78 58.976 -45 -9 37 tau- 0 1.78 150.905 38 90 -115
b_quark 0 4.18 180.071 -102 10 -148 b_quark 0 4.18 130.179 84 -87 48
b_quark 0 4.18 165.585 49 -130 90 b_quark 0 4.18 179.773 -126 108 -69
b_quark 0 4.18 238.674 214 -44 96 b_quark 0 4.18 148.79 -136 32 -51
W+ 1 80.4 177.519 10 118 -105 W- 1 80.4 178.463 52 -84 125
W+ 1 80.4 223.542 -135 -1 -159 W- 1 80.4 149.834 75 -56 85
tau+ 0 1.78 98.9099 -80 -52 26 tau- 0 1.78 56.6495 -2 -39 -41
W+ 1 80.4 161.233 -62 42 118 W- 1 80.4 138.64 -24 -9 -110
b_quark 0 4.18 168.355 -139 13 94 b_quark 0 4.18 209.882 139 -94 -126
W+ 1 80.4 191.523 -47 -162 42 W- 1 80.4 140.646 -40 79 -74
W+ 1 80.4 143.955 -65 85 -53 W- 1 80.4 171.097 137 -60 -21
b_quark 0 4.18 137.239 -135 -24 4 b_quark 0 4.18 148.938 104 105 18
b_quark 0 4.18 159.936 97 108 67 b_quark 0 4.18 96.4338 -37 -32 -83
b_quark 0 4.18 177.996 -125 -118 -46 b_quark 0 4.18 177.731 145 39 95
b_quark 0 4.18 232.623 -136 100 160 b_quark 0 4.18 145.367 68 -113 -61
b_quark 0 4.18 205.503 21 -93 -182 b_quark 0 4.18 200.176 -70 137 128
Z 1 91.2 187.815 -67 142 -48 Z 1 91.2 219.241 47 -138 136
W+ 1 80.4 128.69 34 90 -29 W- 1 80.4 206.119 -71 -142 104
b_quark 0 4.18 79.514 55 -12 -56 b_quark 0 4.18 157.326 -105 -22 115
W+ 1 80.4 270.84 143 120 -179 W- 1 80.4 209.031 -125 -34 143
W+ 1 80.4 327.411 -38 203 -241 W- 1 80.4 230.639 115 -113 144
b_quark 0 4.18 70.4803 65 26 -7 b_quark 0 4.18 153.82 -129 -81 -21
b_quark 0 4.18 186.889 -85 -42 -161 b_quark 0 4.18 165.359 145 -26 75
b_quark 0 4.18 279.706 51 239 136 b_quark 0 4.18 170.281 12 -147 -85
b_quark 0 4.18 108.178 -86 8 -65 b_quark 0 4.18 101.19 90 41 21
b_quark 0 4.18 178.375 -10 -178 4 b_quark 0 4.18 158.92 -78 115 77
b_quark 0 4.18 118.349 7 4 118 b_quark 0 4.18 154.65 63 -7 -141
b_quark 0 4.18 128.854 -68 -109 9 b_quark 0 4.18 103.414 62 47 68
b_quark 0 4.18 102.963 -100 -22 -10 b_quark 0 4.18 80.7866 16 -42 67
W+ 1 80.4 204.922 -172 -56 -53 W- 1 80.4 189.877 143 58 76
b_quark 0 4.18 122.517 16 24 119 b_quark 0 4.18 106.656 -10 -43 -97
tau+ 0 1.78 180.978 -162 -55 -59 tau- 0 1.78 89.912 65 60 16
b_quark 0 4.18 248.569 -203 56 -132 b_quark 0 4.18 180.766 105 -103 105
b_quark 0 4.18 64.7261 -46 -34 -30 b_quark 0 4.18 48.8208 -41 -26 3
b_quark 0 4.18 166.588 -129 103 -22 b_quark 0 4.18 102.968 84 -35 -48
b_quark 0 4.18 149.955 81 112 58 b_quark 0 4.18 120.389 -90 -74 -30
b_quark 0 4.18 275.179 -203 -159 96 b_quark 0 4.18 228.706 133 150 -110
b_quark 0 4.18 193.898 -191 -3 33 b_quark 0 4.18 133.89 122 55 0
b_quark 0 4.18 119.71 94 -1 74 b_quark 0 4.18 170.14 -93 -20 -141
W+ 1 80.4 164.317 -14 54 132 W- 1 80.4 163.766 -19 -137 -35
b_quark 0 4.18 157.773 41 87 -125 b_quark 0 4.18 150.135 -13 -85 123
b_quark 0 4.18 178.366 164 -65 26 b_quark 0 4.18 168.236 -131 55 -90
b_quark 0 4.18 147.141 -14 139 46 b_quark 0 4.18 144.646 -60 -131 -12
W+ 1 80.4 158.638 77 97 -58 W- 1 80.4 178.466 -29 -64 143
b_quark 0 4.18 127.006 -50 82 -83 b_quark 0 4.18 110.392 12 -109 -12
b_quark 0 4.18 218.624 203 81 -3 b_quark 0 4.18 182.479 -122 -134 21
b_quark 0 4.18 188.737 -2 -160 100 b_quark 0 4.18 155.928 50 86 -120
b_quark 0 4.18 126.224 -7 -35 121 b_quark 0 4.18 165.543 -31 -65 -149
W+ 1 80.4 132.888 99 35 13 W- 1 80.4 122.349 -58 -10 71
b_quark 0 4.18 111.384 90 -8 -65 b_quark 0 4.18 87.6782 -10 1 87
W+ 1 80.4 168.31 142 10 40 W- 1 80.4 190.334 -125 -37 -113
b_quark 0 4.18 202.068 157 126 -17 b_quark 0 4.18 170.852 -105 -88 102
W+ 1 80.4 279.487 -148 223 4 W- 1 80.4 234.015 147 -149 67
W+ 1 80.4 181.014 25 -99 -126 W- 1 80.4 141.093 11 91 71
b_quark 0 4.18 145.473 0 61 -132 b_quark 0 4.18 155.218 51 -135 57
b_quark 0 4.18 121.047 89 33 75 b_quark 0 4.18 139.862 -58 -102 -76
b_quark 0 4.18 147.202 29 -103 -101 b_quark 0 4.18 108.404 -78 49 57
b_quark 0 4.18 250.421 122 135 -172 b_quark 0 4.18 197.338 -147 -96 90
b_quark 0 4.18 164.276 7 114 -118 b_quark 0 4.18 209.145 82 -138 134
b_quark 0 4.18 234.411 -189 -99 97 b_quark 0 4.18 147.453 92 106 -45
b_quark 0 4.18 251.198 143 147 145 b_quark 0 4.18 200.056 -120 -81 -138
b_quark 0 4.18 90.3962 23 56 67 b_quark 0 4.18 117.467 -1 -82 -84
b_quark 0 4.18 219.787 65 -108 180 b_quark 0 4.18 136.976 -18 14 -135
b_quark 0 4.18 136.644 26 133 -17 b_quark 0 4.18 99.1538 -81 -57 2
W+ 1 80.4 109.06 -67 -10 -29 W- 1 80.4 162.395 38 92 100
b_quark 0 4.18 82.3133 63 -50 -17 b_quark 0 4.18 108.529 -81 68 -24
b_quark 0 4.18 194.634 -152 -69 100 b_quark 0 4.18 187.389 110 119 -94
W+ 1 80.4 193.838 158 39 -68 W- 1 80.4 220.982 -146 -98 107
b_quark 0 4.18 230.459 149 -77 158 b_quark 0 4.18 153.374 -51 132 -59
W+ 1 80.4 182.544 -43 -40 153 W- 1 80.4 117.699 -18 -48 -69
b_quark 0 4.18 143.71 -15 57 -131 b_quark 0 4.18 107.538 43 -83 53
b_quark 0 4.18 125.565 -7 -52 114 b_quark 0 4.18 95.4331 -4 43 -85
b_quark 0 4.18 150.59 -42 36 -140 b_quark 0 4.18 92.6362 -6 -28 88
b_quark 0 4.18 133.879 93 -59 -76 b_quark 0 4.18 151.038 -129 -23 75
b_quark 0 4.18 158.526 -152 -28 -35 b_quark 0 4.18 118.48 60 102 -4
b_quark 0 4.18 189.419 107 -82 -133 b_quark 0 4.18 117.607 -17 54 103
b_quark 0 4.18 95.6215 -10 1 -95 b_quark 0 4.18 88.4617 -32 -72 40
b_quark 0 4.18 157.697 -119 9 -103 b_quark 0 4.18 115.544 25 -48 102
b_quark 0 4.18 142.697 -38 -126 55 b_quark 0 4.18 181.68 42 149 -95
b_quark 0 4.18 149.651 12 147 -25 b_quark 0 4.18 69.674 -47 -48 18
b_quark 0 4.18 99.2244 52 20 82 b_quark 0 4.18 171.355 -74 -37 -150
b_quark 0 4.18 256.814 140 144 160 b_quark 0 4.18 166.72 -79 -96 -111
b_quark 0 4.18 162.541 131 96 5 b_quark 0 4.18 115.306 -55 -58 83
W+ 1 80.4 251.939 -163 154 -82 W- 1 80.4 213.024 135 -113 89
b_quark 0 4.18 46.1245 -38 21 15 b_quark 0 4.18 157.087 113 21 -107
b_quark 0 4.18 102.184 92 -42 14 b_quark 0 4.18 111.263 -103 32 -27
b_quark 0 4.18 145.765 -37 105 -94 b_quark 0 4.18 198.853 -34 -137 140
b_quark 0 4.18 162.931 -148 -64 23 b_quark 0 4.18 143.845 96 -3 -107
tau+ 0 1.78 139.675 -76 43 -109 tau- 0 1.78 96.8564 63 15 72
b_quark 0 4.18 260.756 194 -98 -144 b_quark 0 4.18 163.262 -112 13 118
b_quark 0 4.18 207.062 -170 -81 -86 b_quark 0 4.18 104.912 101 2 28
Z 1 91.2 109.724 55 -11 -24 Z 1 91.2 123.638 -4 77 -32
b_quark 0 4.18 27.9906 -21 1 18 b_quark 0 4.18 87.7694 30 69 -45
b_quark 0 4.18 182.325 76 43 160 b_quark 0 4.18 100.237 -54 15 -83
W+ 1 80.4 123.127 -14 6 -92 W- 1 80.4 162.841 73 18 120
tau+ 0 1.78 235.493 -122 13 201 tau- 0 1.78 127.813 50 -12 -117
W+ 1 80.4 212.73 70 43 179 W- 1 80.4 160.627 -46 -65 -114
W+ 1 80.4 170.84 76 -95 89 W- 1 80.4 212.693 -143 73 -114
b_quark 0 4.18 224.229 156 -130 95 b_quark 0 4.18 131.326 -92 37 -86
tau+ 0 1.78 255.124 -26 160 -197 tau- 0 1.78 181.169 91 -97 123
Z 1 91.2 240.538 161 88 -126 Z 1 91.2 150.733 -83 -67 55
b_quark 0 4.18 120.443 -41 82 78 b_quark 0 4.18 152.061 -2 -149 -30
b_quark 0 4.18 161.203 84 -12 137 b_quark 0 4.18 151.379 -7 57 -140
b_quark 0 4.18 177.083 116 133 -14 b_quark 0 4.18 145.542 -116 -70 -53
b_quark 0 4.18 181.6 130 94 -85 b_quark 0 4.18 198.692 -71 -138 124
b_quark 0 4.18 182.681 99 73 -135 b_quark 0 4.18 121.957 -104 14 62
b_quark 0 4.18 127.9 -71 -106 -8 b_quark 0 4.18 160.716 -8 148 -62
b_quark 0 4.18 199.31 -199 5 -9 b_quark 0 4.18 172.602 126 -67 97
b_quark 0 4.18 244.486 -234 10 -70 b_quark 0 4.18 168.768 135 32 96
W+ 1 80.4 219.374 136 139 -62 W- 1 80.4 171.12 -140 -43 37
b_quark 0 4.18 108.233 62 -58 67 b_quark 0 4.18 120.903 -88 50 -66
b_quark 0 4.18 69.6597 5 7 69 b_quark 0 4.18 167.504 38 -64 -150
b_quark 0 4.18 142.178 -42 127 48 b_quark 0 4.18 157.316 101 -29 -117
Z 1 91.2 95.825 15 24 -8 Z 1 91.2 116.835 -9 46 -56
W+ 1 80.4 232.949 187 84 -76 W- 1 80.4 181.737 -146 8 72
b_quark 0 4.18 137.657 -106 -60 64 b_quark 0 4.18 95.0604 93 19 3
b_quark 0 4.18 47.2914 -17 -43 9 b_quark 0 4.18 103.496 37 93 -26
b_quark 0 4.18 207.854 65 -81 -180 b_quark 0 4.18 167.459 -20 120 115
b_quark 0 4.18 130.106 -119 30 -43 b_quark 0 4.18 144.466 116 -79 -34
b_quark 0 4.18 247.634 230 -82 41 b_quark 0 4.18 162.86 -135 84 35
tau+ 0 1.78 237.885 31 -176 157 tau- 0 1.78 177.173 -63 137 -93
W+ 1 80.4 132.989 -87 58 17 W- 1 80.4 203.347 121 -142 -9
b_quark 0 4.18 228.78 199 109 -29 b_quark 0 4.18 207.749 -150 -131 -59
b_quark 0 4.18 125.982 -62 51 -97 b_quark 0 4.18 72.2459 -17 -17 68
b_quark 0 4.18 195.567 -14 193 28 b_quark 0 4.18 101.875 28 -96 19
b_quark 0 4.18 105.861 30 -17 -100 b_quark 0 4.18 57.8573 40 37 19
b_quark 0 4.18 93.5065 -41 -78 -31 b_quark 0 4.18 70.1104 -24 59 -29
W+ 1 80.4 193.29 -16 -160 71 W- 1 80.4 196.095 110 140 17
W+ 1 80.4 172.691 -134 41 61 W- 1 80.4 122.695 75 39 38
b_quark 0 4.18 125.537 30 71 -99 b_quark 0 4.18 143.148 35 -135 32
b_quark 0 4.18 84.7554 -71 3 46 b_quark 0 4.18 163.828 121 34 -105
b_quark 0 4.18 159.898 130 -1 -93 b_quark 0 4.18 94.4853 -57 -30 69
b_quark 0 4.18 167.772 -80 87 -119 b_quark 0 4.18 144.404 105 -57 81
W+ 1 80.4 109.417 60 42 12 W- 1 80.4 172.332 -147 29 -28
W+ 1 80.4 234.156 90 -152 -131 W- 1 80.4 200.173 10 113 144
W+ 1 80.4 132.277 93 -40 28 W- 1 80.4 117.419 -73 25 37
b_quark 0 4.18 172.663 -135 37 101 b_quark 0 4.18 120.617 109 21 -47
tau+ 0 1.78 141.553 -40 -125 53 tau- 0 1.78 92.2072 23 89 -7
b_quark 0 4.18 221.679 150 160 32 b_quark 0 4.18 168.281 -132 -86 59
b_quark 0 4.18 218.83 -45 -140 162 b_quark 0 4.18 98.4757 -12 56 -80
b_quark 0 4.18 178.077 89 -78 133 b_quark 0 4.18 209.369 -100 133 -127
b_quark 0 4.18 130.535 46 41 -115 b_quark 0 4.18 151.455 -95 -30 114
W+ 1 80.4 153.366 -65 76 84 W- 1 80.4 96.4892 -14 -45 -25
b_quark 0 4.18 199.949 -11 -175 96 b_quark 0 4.18 135.305 21 80 -107
b_quark 0 4.18 65.1343 24 -7 60 b_quark 0 4.18 42.8774 29 -28 14
b_quark 0 4.18 128.236 -3 17 127 b_quark 0 4.18 61.1758 16 38 -45
b_quark 0 4.18 222.671 156 98 125 b_quark 0 4.18 101.6 -57 0 -84
b_quark 0 4.18 140.934 -55 -124 -38 b_quark 0 4.18 187.967 57 132 121
W+ 1 80.4 303.778 164 -120 -211 W- 1 80.4 239.251 -106 135 146
b_quark 0 4.18 163.228 124 51 93 b_quark 0 4.18 142.757 -97 -48 -93
b_quark 0 4.18 268.316 134 62 -224 b_quark 0 4.18 208.126 -147 -9 147
tau+ 0 1.78 149.108 -62 -119 -65 tau- 0 1.78 105.627 76 73 -7
b_quark 0 4.18 124.167 -30 120 10 b_quark 0 4.18 95.82 2 -42 -86
b_quark 0 4.18 232.221 -152 174 -23 b_quark 0 4.18 180.287 109 -133 -54
W+ 1 80.4 84.3988 23 -9 -7 W- 1 80.4 154.474 45 82 -93
b_quark 0 4.18 196.956 37 -53 -186 b_quark 0 4.18 145.46 -84 42 111
tau+ 0 1.78 159.173 4 111 -114 tau- 0 1.78 197.102 91 -129 118
W+ 1 80.4 106.156 54 -40 -17 W- 1 80.4 128.332 -97 -14 20
b_quark 0 4.18 177.526 21 -176 9 b_quark 0 4.18 142.56 -67 124 21
W+ 1 80.4 151.222 100 2 -80 W- 1 80.4 134.926 -6 -77 76
W+ 1 80.4 93.6491 36 13 29 W- 1 80.4 177.184 -99 0 -123
W+ 1 80.4 215.558 -36 17 -196 W- 1 80.4 189.624 113 82 100
b_quark 0 4.18 131.158 -20 -129 12 b_quark 0 4.18 93.0079 -48 77 20
b_quark 0 4.18 160.183 150 -54 15 b_quark 0 4.18 117.288 -53 -39 -97
W+ 1 80.4 228.668 -190 85 50 W- 1 80.4 164.567 99 1 -104
b_quark 0 4.18 93.3299 8 90 23 b_quark 0 4.18 122.485 92 -11 -80
b_quark 0 4.18 118.522 65 93 34 b_quark 0 4.18 88.2013 -27 -83 -12
b_quark 0 4.18 192.469 -107 147 63 b_quark 0 4.18 111.618 64 -91 -8
b_quark 0 4.18 115.336 90 44 -57 b_quark 0 4.18 74.2326 -17 50 52
W+ 1 80.4 231.264 -83 -101 -173 W- 1 80.4 186.368 37 130 100
W+ 1 80.4 142.819 96 -51 46 W- 1 80.4 172.98 -124 81 39
W+ 1 80.4 216.936 -105 -144 -94 W- 1 80.4 206.991 29 124 142
b_quark 0 4.18 155.263 64 133 48 b_quark 0 4.18 150.411 -102 -99 -49
b_quark 0 4.18 185.587 108 -45 -144 b_quark 0 4.18 58.9871 -29 11 50
b_quark 0 4.18 273.886 166 152 -156 b_quark 0 4.18 158.583 -95 -65 109
W+ 1 80.4 233.301 198 75 -56 W- 1 80.4 201.182 -145 -21 112
b_quark 0 4.18 120.692 20 -118 -15 b_quark 0 4.18 117.13 61 75 -66
b_quark 0 4.18 186.535 111 139 -56 b_quark 0 4.18 161.265 -113 -112 -26
W+ 1 80.4 108.01 24 45 -51 W- 1 80.4 182.62 -13 -86 139
W+ 1 80.4 136.441 6 -46 100 W- 1 80.4 122.087 16 21 -88
b_quark 0 4.18 58.6981 -32 48 10 b_quark 0 4.18 182.185 -42 -147 -99
W+ 1 80.4 160.96 108 74 48 W- 1 80.4 126.957 -95 25 2
W+ 1 80.4 256.043 -218 -11 107 W- 1 80.4 206.519 119 -52 -139
b_quark 0 4.18 185.29 -165 -51 -67 b_quark 0 4.18 100.137 89 45 8
b_quark 0 4.18 252.601 -174 -5 183 b_quark 0 4.18 193.893 116 75 -136
b_quark 0 4.18 181.514 -27 35 176 b_quark 0 4.18 187.143 117 -110 -96
b_quark 0 4.18 212.112 -138 99 -127 b_quark 0 4.18 226.503 129 -137 126
W+ 1 80.4 152.063 89 53 -77 W- 1 80.4 147.137 -70 -99 22
b_quark 0 4.18 161.057 72 17 -143 b_quark 0 4.18 174.524 -110 -79 110
tau+ 0 1.78 121.426 -74 96 7 tau- 0 1.78 186.24 137 -123 -28
b_quark 0 4.18 77.2688 74 -21 -6 b_quark 0 4.18 87.2036 -39 75 -21
b_quark 0 4.18 197.673 38 -67 -182 b_quark 0 4.18 168.01 24 135 97
b_quark 0 4.18 108.561 -108 2 -10 b_quark 0 4.18 181.037 146 71 80
b_quark 0 4.18 199.533 -24 -186 -68 b_quark 0 4.18 175.255 99 140 36
W+ 1 80.4 114.018 30 -50 -56 W- 1 80.4 159.613 -38 -12 132
b_quark 0 4.18 116.685 6 -109 -41 b_quark 0 4.18 121.072 4 111 48
W+ 1 80.4 220.023 -128 -79 -139 W- 1 80.4 158.963 108 30 79
W+ 1 80.4 238.298 -157 32 -157 W- 1 80.4 197.173 106 36 141
b_quark 0 4.18 225.101 -213 72 10 b_quark 0 4.18 145.046 116 -62 -61
W+ 1 80.4 138.211 50 -27 -97 W- 1 80.4 169.697 -106 99 36
b_quark 0 4.18 150.504 -135 53 40 b_quark 0 4.18 125.704 86 -78 -48
b_quark 0 4.18 121.965 -39 56 -101 b_quark 0 4.18 175.689 130 -107 50
b_quark 0 4.18 158.024 -16 -77 137 b_quark 0 4.18 98.709 -1 -11 -98
b_quark 0 4.18 199.378 97 42 169 b_quark 0 4.18 149.129 -111 -10 -99
b_quark 0 4.18 179.996 128 106 -69 b_quark 0 4.18 144.753 -106 -22 96
b_quark 0 4.18 243.422 185 84 134 b_quark 0 4.18 174.524 -140 -29 -100
W+ 1 80.4 203.443 -5 -50 180 W- 1 80.4 145.042 -46 24 -109
b_quark 0 4.18 145.799 -132 54 -30 b_quark 0 4.18 199.626 142 -135 38
W+ 1 80.4 282.875 196 -187 13 W- 1 80.4 179.503 -107 112 42
b_quark 0 4.18 129.725 97 -81 29 b_quark 0 4.18 188.209 -144 115 38
tau+ 0 1.78 143.402 -129 28 -56 tau- 0 1.78 105.395 76 55 48
b_quark 0 4.18 53.9581 9 -2 53 b_quark 0 4.18 164.266 -89 82 -111
W+ 1 80.4 142.524 -27 -104 48 W- 1 80.4 151.027 -12 80 -99
W+ 1 80.4 233.729 127 -56 -170 W- 1 80.4 145.056 -89 16 80
b_quark 0 4.18 128.847 -32 -94 -82 b_quark 0 4.18 102.071 -59 82 14
b_quark 0 4.18 145.322 32 -141 14 b_quark 0 4.18 104.955 -23 95 -38
b_quark 0 4.18 288.648 -196 -28 210 b_quark 0 4.18 199.227 139 -63 -128
b_quark 0 4.18 198.1 -124 -153 -21 b_quark 0 4.18 142.574 95 106 7
W+ 1 80.4 264.708 146 -71 -193 W- 1 80.4 174.9 -95 70 101
b_quark 0 4.18 249.284 -69 158 -180 b_quark 0 4.18 204.782 121 -141 86
b_quark 0 4.18 275.738 -205 58 175 b_quark 0 4.18 172.115 121 -18 -121
b_quark 0 4.18 251.755 -239 79 -1 b_quark 0 4.18 184.444 139 -116 35
W+ 1 80.4 152.641 13 45 121 W- 1 80.4 124.455 27 -14 -90
b_quark 0 4.18 90.5399 48 -76 10 b_quark 0 4.18 173.688 -105 126 57
b_quark 0 4.18 71.2985 -27 44 49 b_quark 0 4.18 159.635 -68 -139 39
tau+ 0 1.78 324.711 -148 171 233 tau- 0 1.78 216.206 90 -139 -139
b_quark 0 4.18 138.703 -49 -44 -122 b_quark 0 4.18 145.367 112 -41 83
b_quark 0 4.18 160.771 -65 -127 -74 b_quark 0 4.18 157.336 24 119 100
b_quark 0 4.18 185.223 -111 -87 -120 b_quark 0 4.18 55.1223 32 34 29
b_quark 0 4.18 234.298 -35 183 -142 b_quark 0 4.18 199.486 -50 -134 139
b_quark 0 4.18 250.822 -167 -117 -146 b_quark 0 4.18 162.193 130 67 70
b_quark 0 4.18 198.332 -187 -50 43 b_quark 0 4.18 161.383 95 129 19
tau+ 0 1.78 199.379 129 82 -128 tau- 0 1.78 146.09 -83 -113 41
b_quark 0 4.18 120.779 -60 -19 103 b_quark 0 4.18 146.067 118 13 -85
b_quark 0 4.18 245.991 -173 174 17 b_quark 0 4.18 140.408 94 -94 -45
W+ 1 80.4 202.104 41 150 -101 W- 1 80.4 129.322 20 -88 46
b_quark 0 4.18 196.078 172 54 -77 b_quark 0 4.18 204.913 -148 32 138
b_quark 0 4.18 215.475 -166 -30 134 b_quark 0 4.18 154.827 81 68 -113
b_quark 0 4.18 117.607 -45 -70 -83 b_quark 0 4.18 84.8968 54 65 7
b_quark 0 4.18 178.979 116 -104 -88 b_quark 0 4.18 188.527 -140 119 42
b_quark 0 4.18 147.29 -132 -38 -53 b_quark 0 4.18 155.812 32 94 120
